0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,labels
-1.7408948,-1.0579125,0.6350115,-1.3039372,0.15863444,-1.1359214,-0.051842373,-1.1363525,-1.0552063,0.64332384,-1.3080789,0.17086506,-1.1371824,-0.05050281,-1.1366848,-1.0121177,0.25402528,-1.1946756,-0.11493914,-1.0468117,-0.27660838,-1.0495191,-0.34020707,-0.3463563,-0.5959776,-0.45884505,0
-1.740144,-1.0579116,0.6336465,-1.3021939,0.1557946,-1.1335832,-0.055307057,-1.134016,-1.0552055,0.6419542,-1.3063226,0.16800472,-1.1348354,-0.05397457,-1.134337,-1.012117,0.25299275,-1.1933072,-0.11697462,-1.0450199,-0.2790068,-1.047723,-0.34273115,-0.34891114,-0.59829307,-0.46145344,0
-1.7393931,-1.0579093,0.6322676,-1.3004369,0.15293449,-1.1312302,-0.05879415,-1.1316648,-1.0552031,0.64057064,-1.3045523,0.16512395,-1.1324735,-0.057468783,-1.1319742,-1.0121149,0.25194973,-1.1919279,-0.11902465,-1.0432166,-0.28142077,-1.0459156,-0.3452622,-0.35147303,-0.6006149,-0.464069,0
-1.7386425,-1.0579051,0.63087505,-1.2986659,0.15005386,-1.1288624,-0.06230389,-1.1292984,-1.0551989,0.6391733,-1.3027682,0.16222252,-1.1300966,-0.06098569,-1.1295965,-1.0121114,0.25089642,-1.1905378,-0.12108938,-1.0414019,-0.28385037,-1.0440966,-0.3478003,-0.35404208,-0.6029432,-0.46669182,0
-1.7378916,-1.0578994,0.6294685,-1.2968813,0.14715283,-1.1264796,-0.065836035,-1.1269175,-1.0551932,0.637762,-1.3009701,0.15930055,-1.1277049,-0.06452506,-1.127204,-1.0121065,0.24983245,-1.189137,-0.12316873,-1.0395759,-0.2862955,-1.0422662,-0.35034537,-0.35661814,-0.6052779,-0.46932182,0
-1.7371409,-1.0578918,0.62804806,-1.2950826,0.14423119,-1.124082,-0.06939083,-1.1245215,-1.0551857,0.63633674,-1.299158,0.1563578,-1.1252981,-0.06808712,-1.1247964,-1.0121001,0.248758,-1.187725,-0.12526286,-1.0377384,-0.2887563,-1.0404245,-0.35289738,-0.35920125,-0.6076189,-0.47195902,0
-1.73639,-1.0578827,0.62661356,-1.29327,0.14128903,-1.1216693,-0.07296816,-1.1221106,-1.0551765,0.63489735,-1.2973318,0.15339439,-1.1228764,-0.07167176,-1.1223738,-1.0120924,0.24767295,-1.1863022,-0.1273717,-1.0358896,-0.2912327,-1.0385712,-0.35545644,-0.3617915,-0.60996646,-0.47460347,0
-1.7356392,-1.0578718,0.625165,-1.2914435,0.13832624,-1.119242,-0.07656814,-1.1196849,-1.0551656,0.6334439,-1.2954915,0.15041022,-1.1204399,-0.07527909,-1.1199363,-1.0120832,0.24657723,-1.1848685,-0.12949531,-1.0340294,-0.2937248,-1.0367066,-0.3580224,-0.3643887,-0.61232036,-0.4772551,0
-1.7348883,-1.0578593,0.6237022,-1.2896029,0.13534273,-1.1167995,-0.08019077,-1.1172442,-1.0551531,0.6319761,-1.2936372,0.14740516,-1.1179882,-0.07890912,-1.1174839,-1.0120724,0.24547075,-1.1834236,-0.13163377,-1.0321577,-0.29623258,-1.0348305,-0.36059538,-0.36699304,-0.61468065,-0.47991398,0
-1.7341377,-1.0578449,0.62222534,-1.2877483,0.1323386,-1.1143422,-0.08383593,-1.1147888,-1.0551388,0.63049424,-1.2917686,0.14437935,-1.1155217,-0.082561724,-1.1150165,-1.0120603,0.24435362,-1.1819679,-0.13378702,-1.0302745,-0.2987559,-1.0329429,-0.36317527,-0.36960438,-0.6170473,-0.48257998,0
-1.7333868,-1.0578289,0.6207342,-1.2858795,0.12931386,-1.1118699,-0.08750386,-1.1123182,-1.055123,0.6289981,-1.2898858,0.14133275,-1.1130401,-0.08623714,-1.1125339,-1.0120467,0.24322572,-1.1805009,-0.13595505,-1.0283799,-0.30129504,-1.0310438,-0.3657622,-0.3722228,-0.6194204,-0.4852532,0
-1.732636,-1.0578111,0.61922884,-1.2839966,0.12626815,-1.1093827,-0.09119432,-1.1098329,-1.0551052,0.6274876,-1.2879888,0.13826506,-1.1105435,-0.08993514,-1.1100365,-1.0120317,0.24208702,-1.1790229,-0.1381381,-1.0264739,-0.30384976,-1.0291333,-0.36835602,-0.37484825,-0.6217998,-0.48793367,0
